date,level,day_time,precipitation,snow_accumulation,temperature_avg,temperature_min,temperature_max,cloud_cover_avg,cloud_cover_min,cloud_cover_max,dew_point_avg,dew_point_min,dew_point_max,humidity_avg,humidity_min,humidity_max,pressure_avg,pressure_min,pressure_max,precipitation_probability_avg,precipitation_probability_min,precipitation_probability_max,precipitation_intensity_avg,precipitation_intensity_min,precipitation_intensity_max
2010-01-01,384.0,31440.0,0.0,0.0,7.3229166666666705,6.12,8.87,0.9154166666666668,0.75,1.0,4.471666666666667,2.99,5.53,0.8220833333333332,0.77,0.9,991.7975,990.33,994.97,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-02,385.0,31500.0,0.0,0.0,3.57,0.08,6.65,0.915,0.75,1.0,-0.4158333333333333,-7.12,3.74,0.7558333333333335,0.57,0.85,1004.2975,996.64,1013.53,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-03,383.0,31560.0,0.0,0.0,-0.14916666666666664,-4.09,4.45,0.35857142857142865,0.0,1.0,-7.972083333333331,-11.14,-4.32,0.5691666666666665,0.42,0.77,1019.4625,1015.81,1021.18,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-04,362.0,31620.0,0.0,0.0,-2.4537500000000003,-5.14,-0.56,0.7894736842105263,0.0,1.0,-7.169583333333333,-10.0,-4.74,0.7029166666666667,0.59,0.81,1018.7637499999998,1015.15,1022.01,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-05,343.0,31680.0,0.0,0.0,-1.2658333333333334,-2.01,-0.17,1.0,1.0,1.0,-4.788750000000001,-5.54,-3.65,0.7712500000000001,0.74,0.82,1009.645,1003.92,1013.94,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-06,334.0,31740.0,0.0,0.0,-0.6620833333333331,-1.83,0.53,0.93875,0.75,1.0,-4.071666666666666,-5.37,-2.51,0.7775,0.75,0.83,1001.96875,999.9,1004.66,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-07,323.0,31800.0,0.0,0.0,1.0279166666666668,-0.03,2.44,0.9995833333333334,0.99,1.0,-2.1379166666666674,-3.33,-0.99,0.7945833333333332,0.77,0.86,1010.475,1004.96,1015.72,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-08,316.0,31920.0,0.0,0.0,0.24291666666666667,-0.44,0.53,0.9404166666666668,0.75,1.0,-2.8091666666666666,-3.92,-1.24,0.7983333333333332,0.77,0.89,1009.93375,1005.13,1015.19,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-09,315.0,31980.0,0.0,0.0,1.0579166666666664,-0.2,2.2,0.9995833333333334,0.99,1.0,-1.9625,-3.33,-0.98,0.8029166666666666,0.78,0.86,1003.26625,1001.76,1004.97,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-10,311.0,32040.0,0.0,0.0,3.079583333333334,1.21,6.67,0.8491666666666666,0.4,1.0,-0.28750000000000003,-1.01,0.86,0.7858333333333335,0.65,0.87,1007.885,1004.56,1012.64,0.0,0.0,0.0,0.0,0.0,0.0
