date,level,day_time,precipitation,snow_accumulation,temperature_avg,temperature_min,temperature_max,cloud_cover_avg,cloud_cover_min,cloud_cover_max,dew_point_avg,dew_point_min,dew_point_max,humidity_avg,humidity_min,humidity_max,pressure_avg,pressure_min,pressure_max,precipitation_probability_avg,precipitation_probability_min,precipitation_probability_max,precipitation_intensity_avg,precipitation_intensity_min,precipitation_intensity_max
2010-01-01,121.0,31200.0,0.0,0.0,-2.568333333333334,-6.0,0.04,0.7871428571428571,0.0,1.0,-2.568333333333334,-6.0,0.04,1.0,1.0,1.0,992.905,991.81,995.91,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-02,121.0,31260.0,0.26,0.0,-3.683333333333334,-5.41,-1.39,0.956470588235294,0.75,1.0,-4.9904166666666665,-9.49,-1.39,0.9116666666666664,0.72,1.0,1005.37125,997.51,1014.63,0.08333333333333333,0.0,1.0,0.010833333333333334,0.0,0.24
2010-01-03,120.0,31320.0,0.0,0.0,-7.127083333333332,-11.78,-3.42,0.28307692307692306,0.0,0.88,-10.672499999999998,-12.27,-7.14,0.7808333333333333,0.5,1.0,1019.705,1016.42,1021.72,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-04,119.0,31380.0,0.0,18.53,-10.180416666666666,-14.35,-6.77,0.734,0.0,1.0,-10.180416666666666,-14.35,-6.77,1.0,1.0,1.0,1018.75875,1015.22,1021.7,0.3333333333333333,0.0,1.0,0.04666666666666667,0.0,0.22
2010-01-05,119.0,31440.0,0.0,55.0,-8.455416666666665,-9.06,-7.63,1.0,1.0,1.0,-8.455416666666665,-9.06,-7.63,1.0,1.0,1.0,1010.6875,1006.29,1014.35,0.625,0.0,1.0,0.13041666666666668,0.0,0.37
2010-01-06,119.0,31500.0,0.0,64.16,-8.063749999999999,-9.46,-6.6,0.9895833333333334,0.75,1.0,-8.063749999999999,-9.46,-6.6,1.0,1.0,1.0,1002.80625,1001.2,1005.57,0.5416666666666666,0.0,1.0,0.14958333333333337,0.0,0.59
2010-01-07,119.0,31620.0,0.0,50.620000000000005,-7.094166666666664,-8.18,-6.03,1.0,1.0,1.0,-7.094166666666664,-8.18,-6.03,1.0,1.0,1.0,1011.56,1006.45,1016.96,0.3333333333333333,0.0,1.0,0.12708333333333335,0.0,0.82
2010-01-08,119.0,31680.0,13.0,163.01000000000002,-7.03125,-7.63,-6.56,1.0,1.0,1.0,-7.03125,-7.63,-6.56,1.0,1.0,1.0,1010.82125,1004.94,1016.19,0.875,0.0,1.0,0.9625,0.0,2.46
2010-01-09,119.0,31740.0,7.65,12.490000000000002,-5.9679166666666665,-6.63,-5.39,1.0,1.0,1.0,-5.9679166666666665,-6.63,-5.39,1.0,1.0,1.0,1004.19375,1003.2,1004.92,0.375,0.0,1.0,0.35333333333333333,0.0,2.0
2010-01-10,119.0,31860.0,0.0,0.0,-5.785416666666666,-6.56,-4.6,0.98625,0.83,1.0,-5.785416666666666,-6.56,-4.6,1.0,1.0,1.0,1008.0487500000002,1004.37,1012.73,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-11,119.0,31920.0,0.0,0.0,-5.697499999999999,-6.56,-4.47,0.98125,0.75,1.0,-5.697499999999999,-6.56,-4.47,1.0,1.0,1.0,1014.995,1013.16,1017.49,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-12,116.0,32100.0,0.0,28.17,-6.823749999999998,-7.86,-5.93,1.0,1.0,1.0,-6.823749999999998,-7.86,-5.93,1.0,1.0,1.0,1018.11,1016.18,1019.81,0.25,0.0,1.0,0.07291666666666667,0.0,0.63
2010-01-13,116.0,32160.0,0.0,0.0,-7.016666666666667,-7.63,-6.31,1.0,1.0,1.0,-7.016666666666667,-7.63,-6.31,1.0,1.0,1.0,1014.17375,1013.2,1015.32,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-14,116.0,32280.0,0.0,0.0,-7.211249999999999,-7.63,-6.31,0.9716666666666668,0.44,1.0,-7.211249999999999,-7.63,-6.31,1.0,1.0,1.0,1015.67,1014.99,1017.32,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-15,116.0,32340.0,0.0,0.0,-6.874999999999999,-7.38,-5.83,1.0,1.0,1.0,-6.874999999999999,-7.38,-5.83,1.0,1.0,1.0,1023.74375,1018.26,1029.86,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-16,116.0,32520.0,0.0,0.0,-7.809583333333333,-12.34,-4.72,0.6604166666666665,0.0,1.0,-7.809583333333333,-12.34,-4.72,1.0,1.0,1.0,1030.055,1028.52,1031.62,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-17,116.0,32580.0,0.0,8.71,-9.614166666666666,-11.39,-7.47,0.9766666666666666,0.75,1.0,-9.614166666666666,-11.39,-7.47,1.0,1.0,1.0,1024.08,1022.07,1027.05,0.16666666666666666,0.0,1.0,0.020833333333333332,0.0,0.14
2010-01-18,116.0,32760.0,0.0,0.0,-8.611666666666666,-11.85,-5.47,0.8829166666666667,0.28,1.0,-8.611666666666666,-11.85,-5.47,1.0,1.0,1.0,1025.9525,1024.56,1027.39,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-19,116.0,32880.0,0.0,0.0,-6.8425,-9.39,-2.62,0.5404166666666667,0.0,1.0,-6.8425,-9.39,-2.62,1.0,1.0,1.0,1024.57625,1022.5,1026.76,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-20,115.0,33000.0,0.0,0.0,-7.495416666666665,-10.26,-3.42,0.2733333333333334,0.0,0.88,-7.542916666666666,-10.26,-3.42,0.9966666666666668,0.92,1.0,1018.875,1016.55,1021.58,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-21,115.0,33120.0,0.0,50.63,-9.605833333333331,-11.06,-8.37,0.9129166666666668,0.75,1.0,-9.605833333333331,-11.06,-8.37,1.0,1.0,1.0,1022.2324999999998,1018.15,1026.02,0.25,0.0,1.0,0.10958333333333332,0.0,1.04
2010-01-22,115.0,33240.0,0.0,22.43,-9.693749999999998,-11.22,-8.45,0.99875,0.97,1.0,-9.693749999999998,-11.22,-8.45,1.0,1.0,1.0,1027.69875,1026.33,1030.08,0.2916666666666667,0.0,1.0,0.04958333333333333,0.0,0.38
2010-01-23,114.0,33420.0,0.0,0.0,-10.61125,-11.22,-9.66,0.9791666666666666,0.75,1.0,-10.61125,-11.22,-9.66,1.0,1.0,1.0,1029.84125,1029.03,1030.51,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-24,114.0,33540.0,0.0,0.0,-10.75875,-11.78,-10.11,1.0,1.0,1.0,-10.75875,-11.78,-10.11,1.0,1.0,1.0,1031.1225,1029.8,1033.14,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-25,114.0,33660.0,0.0,0.0,-11.379166666666665,-13.82,-9.42,0.8337499999999999,0.0,1.0,-11.379166666666665,-13.82,-9.42,1.0,1.0,1.0,1034.23,1033.11,1035.61,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-26,114.0,33840.0,0.0,10.74,-13.154166666666669,-15.91,-10.94,0.8387500000000001,0.44,1.0,-13.154166666666669,-15.91,-10.94,1.0,1.0,1.0,1034.52625,1033.4,1036.62,0.16666666666666666,0.0,1.0,0.020833333333333332,0.0,0.17
2010-01-27,116.0,33960.0,0.0,0.0,-16.0225,-21.92,-10.67,0.3227272727272727,0.0,1.0,-16.094166666666666,-21.92,-10.99,0.9945833333333334,0.9,1.0,1030.0412500000002,1022.74,1035.82,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-28,121.0,34140.0,0.0,0.0,-15.597083333333336,-22.38,-9.92,0.30999999999999994,0.0,1.0,-15.59791666666667,-22.38,-9.94,1.0,1.0,1.0,1008.81375,1004.94,1018.21,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-29,115.0,34260.0,0.0,0.0,-10.872916666666669,-17.91,-4.4,0.4807142857142857,0.0,1.0,-10.905,-17.91,-4.7,0.9975,0.96,1.0,999.7225,993.15,1005.02,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-30,117.0,34500.0,0.0,154.6,-5.957499999999999,-7.42,-4.4,0.9284210526315788,0.75,1.0,-5.957499999999999,-7.42,-4.4,1.0,1.0,1.0,992.95125,989.5,997.62,0.5,0.0,1.0,0.4383333333333333,0.0,2.26
2010-01-31,114.0,34620.0,0.0,3.94,-8.909166666666666,-15.38,-5.85,0.6568749999999999,0.0,1.0,-8.909166666666666,-15.38,-5.85,1.0,1.0,1.0,1003.255,998.63,1009.53,0.08333333333333333,0.0,1.0,0.01,0.0,0.15
2010-02-01,116.0,34800.0,0.0,0.0,-14.106666666666664,-20.41,-5.36,0.23571428571428568,0.0,0.47,-14.252083333333331,-20.41,-6.38,0.9895833333333336,0.88,1.0,1014.0449999999998,1010.75,1017.15,0.0,0.0,0.0,0.0,0.0,0.0
