date,level,day_time,precipitation,snow_accumulation,temperature_avg,temperature_min,temperature_max,cloud_cover_avg,cloud_cover_min,cloud_cover_max,dew_point_avg,dew_point_min,dew_point_max,humidity_avg,humidity_min,humidity_max,pressure_avg,pressure_min,pressure_max,precipitation_probability_avg,precipitation_probability_min,precipitation_probability_max,precipitation_intensity_avg,precipitation_intensity_min,precipitation_intensity_max
2010-01-01,184.0,31440.0,0.0,0.0,4.2770833333333345,3.1,5.29,0.9295833333333332,0.75,1.0,4.239583333333333,3.05,5.29,0.9970833333333332,0.96,1.0,991.70125,990.11,994.9,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-02,184.0,31500.0,0.0,0.0,0.49833333333333313,-2.98,3.4,0.9566666666666668,0.75,1.0,-0.23166666666666677,-7.92,3.4,0.9504166666666668,0.68,1.0,1004.26375,996.6,1013.41,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-03,180.0,31560.0,0.0,0.0,-3.2616666666666667,-7.37,1.65,0.34380952380952384,0.0,1.0,-8.604999999999999,-12.21,-3.48,0.6804166666666666,0.45,1.0,1019.3875,1015.52,1021.2,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-04,176.0,31620.0,0.0,0.0,-5.497916666666668,-8.57,-3.52,0.8168421052631579,0.0,1.0,-7.373333333333334,-11.41,-4.7,0.8737499999999998,0.68,1.0,1018.70875,1015.09,1021.27,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-05,174.0,31680.0,0.0,0.0,-4.451666666666667,-5.29,-3.52,1.0,1.0,1.0,-4.6525,-5.4,-3.87,0.9854166666666666,0.93,1.0,1009.625,1004.2,1013.8,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-06,172.0,31800.0,0.0,0.0,-3.871250000000001,-4.93,-2.69,0.9241666666666668,0.69,1.0,-3.978333333333335,-5.25,-2.86,0.9925,0.94,1.0,1002.0275,1000.2,1004.81,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-07,171.0,31860.0,0.0,0.0,-2.23,-3.69,-0.75,1.0,1.0,1.0,-2.2816666666666667,-3.69,-1.01,0.9958333333333332,0.97,1.0,1010.57625,1005.59,1015.72,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-08,171.0,31920.0,0.0,0.0,-2.8816666666666673,-3.39,-2.4,0.9458333333333332,0.75,1.0,-2.9529166666666664,-3.88,-2.4,0.9941666666666668,0.96,1.0,1009.8662500000002,1005.01,1015.19,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-09,171.0,32040.0,0.0,0.0,-2.1300000000000003,-3.39,-1.2,1.0,1.0,1.0,-2.1750000000000007,-3.39,-1.2,0.99625,0.98,1.0,1003.4225,1002.7,1004.98,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-10,170.0,32160.0,0.0,0.0,-0.4524999999999997,-2.33,3.7,0.7491666666666665,0.28,1.0,-0.7629166666666666,-2.33,0.98,0.9791666666666666,0.78,1.0,1007.8,1004.5,1012.51,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-11,170.0,32220.0,0.0,0.0,-2.009583333333333,-3.55,-0.79,0.96625,0.69,1.0,-2.0424999999999995,-3.55,-0.79,0.9975,0.97,1.0,1014.715,1012.91,1016.19,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-12,169.0,32340.0,0.0,0.0,-2.6474999999999995,-3.09,-1.73,1.0,1.0,1.0,-2.716666666666667,-3.33,-2.01,0.9945833333333332,0.97,1.0,1017.3325,1015.99,1019.1,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-13,169.0,32400.0,0.0,0.0,-3.4933333333333336,-4.37,-3.09,1.0,1.0,1.0,-3.5475000000000008,-4.45,-3.09,0.9954166666666664,0.97,1.0,1013.7025,1012.6,1014.51,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-14,168.0,32580.0,0.0,0.0,-3.717916666666667,-4.32,-2.81,0.9895833333333334,0.75,1.0,-3.793750000000001,-4.45,-2.85,0.9941666666666668,0.97,1.0,1015.09,1014.02,1016.99,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-15,168.0,32640.0,0.0,0.0,-3.078749999999999,-4.37,-1.73,0.9958333333333332,0.9,1.0,-3.179166666666666,-4.37,-1.99,0.9924999999999996,0.97,1.0,1022.83,1016.99,1028.63,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-16,167.0,32760.0,0.0,0.0,-3.4466666666666654,-5.68,-1.56,0.9129166666666668,0.44,1.0,-4.471249999999999,-6.27,-3.58,0.9283333333333332,0.74,1.0,1028.795,1026.69,1030.4,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-17,167.0,32820.0,0.0,0.0,-4.258750000000001,-6.23,-2.42,0.8041666666666667,0.28,1.0,-4.618333333333334,-6.61,-2.93,0.9737499999999998,0.91,1.0,1023.6012499999998,1021.62,1025.22,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-18,167.0,33000.0,0.0,0.0,-2.7466666666666675,-5.96,2.04,0.66375,0.19,1.0,-3.648333333333333,-5.96,-0.89,0.9375,0.79,1.0,1025.825,1024.52,1027.39,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-19,166.0,33120.0,0.0,0.0,-3.5658333333333334,-6.71,0.88,0.6879166666666666,0.18,1.0,-4.695416666666667,-6.88,-1.74,0.9225,0.76,1.0,1024.66625,1021.62,1026.99,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-20,166.0,33300.0,0.0,0.0,-4.505416666666667,-11.64,1.58,0.38916666666666666,0.03,1.0,-6.490416666666666,-11.64,-3.45,0.875,0.57,1.0,1019.62625,1016.09,1022.4,0.0,0.0,0.0,0.0,0.0,0.0
